Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Normalized_Name
Index,Unmatched (Index),"Dolfin, Daniele III",E21 Person,,,,D,Unmatched Index Entry,Daniele III Dolfin
Index,Unmatched (Index),"Dolfin, Daniele IV",E21 Person,,,,D,Unmatched Index Entry,Daniele IV Dolfin
Index,Unmatched (Index),Domenichino (Domenico Zampieri),E21 Person,,,,D,Unmatched Index Entry,Domenichino
Index,Unmatched (Index),"Dominici, Bernardo de",E21 Person,,,,D,Unmatched Index Entry,Bernardo de Dominici
Index,Unmatched (Index),"Dorigny, Louis",E21 Person,,,,D,Unmatched Index Entry,Louis Dorigny
Index,Unmatched (Index),"Douglas, Hamilton, Marquis of",E21 Person,,,,D,Unmatched Index Entry,"Hamilton, Marquis of Douglas"
Index,Unmatched (Index),Dresden,E53 Place,,,,D,Unmatched Index Entry,Dresden
Index,Unmatched (Index),"Dubois, Ambrose",E21 Person,,,,D,Unmatched Index Entry,Ambrose Dubois
Index,Unmatched (Index),"Dughet, Gaspard (Gaspard Poussin)",E21 Person,,,,D,Unmatched Index Entry,Gaspard Dughet
Index,Unmatched (Index),"Duquesnoy, François",E21 Person,,,,D,Unmatched Index Entry,François Duquesnoy
Index,Unmatched (Index),"Durazzo, Marchese Girolamo",E22 Man-Made Object,,,,D,Unmatched Index Entry,"Durazzo, Marchese Girolamo"
Index,Unmatched (Index),Dusseldorf,E53 Place,,,,D,Unmatched Index Entry,Dusseldorf
Index,Unmatched (Index),Dutch artists,E74 Group,,,,D,Unmatched Index Entry,Dutch artists
Index,Unmatched (Index),"Duyvelant, Jacques",E21 Person,,,,D,Unmatched Index Entry,Jacques Duyvelant
Index,Unmatched (Index),"Effetti, Antonio degli",E21 Person,,,,E,Unmatched Index Entry,Antonio degli Effetti
Index,Unmatched (Index),"Emo, Procurator",E21 Person,,,,E,Unmatched Index Entry,Procurator Emo
Index,Unmatched (Index),English patronage,E28 Conceptual Object,,,,E,Unmatched Index Entry,English patronage
Index,Unmatched (Index),English tourists in Italy,E28 Conceptual Object,,,,E,Unmatched Index Entry,English tourists in Italy
Index,Unmatched (Index),Enlightenment in Italy,E28 Conceptual Object,,,,E,Unmatched Index Entry,Enlightenment in Italy
Index,Unmatched (Index),"Erlach, Fischer von",E21 Person,,,,E,Unmatched Index Entry,Fischer von Erlach
Index,Unmatched (Index),"Essex, Lord",E21 Person,,,,E,Unmatched Index Entry,Essex
Index,Unmatched (Index),"Este, Azzo, Marchese d'",E22 Man-Made Object,,,,E,Unmatched Index Entry,"Este, Azzo, Marchese d'"
Index,Unmatched (Index),"Este, Isabella d'",E21 Person,,,,E,Unmatched Index Entry,Isabella d' Este
Index,Unmatched (Index),"Estrées, Duc d'",E21 Person,,,,E,Unmatched Index Entry,Duc d' Estrées
Index,Unmatched (Index),"Eugene, Prince",E21 Person,,,,E,Unmatched Index Entry,Eugene
Index,Unmatched (Index),"Exeter, 5th Lord",E21 Person,,,,E,Unmatched Index Entry,5th Exeter
Index,Unmatched (Index),"Facciolati, Abate",E21 Person,,,,F,Unmatched Index Entry,Facciolati
Index,Unmatched (Index),Fantasy and reason,E28 Conceptual Object,,,,F,Unmatched Index Entry,Fantasy and reason
Index,Unmatched (Index),Farnese Palace,E22 Man-Made Object,,,,F,Unmatched Index Entry,Farnese Palace
Index,Unmatched (Index),"Farnese, Cardinal Alessandro",E21 Person,,,,F,Unmatched Index Entry,Alessandro Farnese
Index,Unmatched (Index),"Farnese, Odoardo, Duke of Parma",E21 Person,,,,F,Unmatched Index Entry,"Odoardo, of Parma Farnese"
Index,Unmatched (Index),"Farnese, Ranuccio II, Duke of Parma",E21 Person,,,,F,Unmatched Index Entry,"Ranuccio II, of Parma Farnese"
Index,Unmatched (Index),"Farsetti, Daniele",E21 Person,,,,F,Unmatched Index Entry,Daniele Farsetti
Index,Unmatched (Index),"Fedini, Domenico",E21 Person,,,,F,Unmatched Index Entry,Domenico Fedini
Index,Unmatched (Index),Ferrara,E53 Place,,,,F,Unmatched Index Entry,Ferrara
Index,Unmatched (Index),"Ferrerio, Andrea",E21 Person,,,,F,Unmatched Index Entry,Andrea Ferrerio
Index,Unmatched (Index),"Ferretti, Gian Domenico",E21 Person,,,,F,Unmatched Index Entry,Gian Domenico Ferretti
Index,Unmatched (Index),"Feti, Domenico",E21 Person,,,,F,Unmatched Index Entry,Domenico Feti
Index,Unmatched (Index),"Filomarino, Cardinal",E21 Person,,,,F,Unmatched Index Entry,Filomarino
Index,Unmatched (Index),"Fiori, Mario de' (Mario Nuzzi)",E21 Person,,,,F,Unmatched Index Entry,Mario de' Fiori
Index,Unmatched (Index),Flemish artists in Rome,E74 Group,,,,F,Unmatched Index Entry,Flemish artists in Rome
Index,Unmatched (Index),Florence,E53 Place,,,,F,Unmatched Index Entry,Florence
Index,Unmatched (Index),"Foggini, Giovan Battista",E21 Person,,,,F,Unmatched Index Entry,Giovan Battista Foggini
Index,Unmatched (Index),"Fontana, Conte Francesco",E53 Place,,,,F,Unmatched Index Entry,"Fontana, Conte Francesco"
Index,Unmatched (Index),Fontenelle,E21 Person,,,,F,Unmatched Index Entry,Fontenelle
Index,Unmatched (Index),Foscarini family,E74 Group,,,,F,Unmatched Index Entry,Foscarini family
Index,Unmatched (Index),Foscarini palace,E22 Man-Made Object,,,,F,Unmatched Index Entry,Foscarini palace
Index,Unmatched (Index),"Fountaine, Sir Andrew",E22 Man-Made Object,,,,F,Unmatched Index Entry,"Fountaine, Sir Andrew"
Index,Unmatched (Index),"Fragonard, Jean Honoré",E21 Person,,,,F,Unmatched Index Entry,Jean Honoré Fragonard
Index,Unmatched (Index),"Francavilla, Pietro",E22 Man-Made Object,,,,F,Unmatched Index Entry,"Francavilla, Pietro"
Index,Unmatched (Index),François I of France,E53 Place,,,,F,Unmatched Index Entry,François I of France
Index,Unmatched (Index),"Fratta, D. M.",E21 Person,,,,F,Unmatched Index Entry,D. M. Fratta
Index,Unmatched (Index),"Frederick Augustus I, Elector of Saxony",E21 Person,,,,F,Unmatched Index Entry,Elector of Saxony Frederick Augustus I
Index,Unmatched (Index),"Frederick Augustus II, Elector of Saxony",E21 Person,,,,F,Unmatched Index Entry,Elector of Saxony Frederick Augustus II
Index,Unmatched (Index),Frederick III (Holy Roman Emperor),E21 Person,,,,F,Unmatched Index Entry,Frederick III
Index,Unmatched (Index),French hostility to Italian art in the 17th century,E28 Conceptual Object,,,,F,Unmatched Index Entry,French hostility to Italian art in the 17th century
Index,Unmatched (Index),French patronage,E28 Conceptual Object,,,,F,Unmatched Index Entry,French patronage
Index,Unmatched (Index),"Frescobaldi, Gerolamo",E21 Person,,,,F,Unmatched Index Entry,Gerolamo Frescobaldi
Index,Unmatched (Index),"Fumiani, Giannantonio",E21 Person,,,,F,Unmatched Index Entry,Giannantonio Fumiani
Index,Unmatched (Index),"Furnaletto, Lodovico",E21 Person,,,,F,Unmatched Index Entry,Lodovico Furnaletto
Index,Unmatched (Index),"Gabburri, Francesco",E53 Place,,,,G,Unmatched Index Entry,"Gabburri, Francesco"
Index,Unmatched (Index),"Gabrieli, Lodovico",E21 Person,,,,G,Unmatched Index Entry,Lodovico Gabrieli
Index,Unmatched (Index),"Galgario, Fra (Vittore Ghislandi)",E21 Person,,,,G,Unmatched Index Entry,Galgario
Index,Unmatched (Index),"Galiani, Abate",E21 Person,,,,G,Unmatched Index Entry,Galiani
Index,Unmatched (Index),"Gallacini, Teofilo",E21 Person,,,,G,Unmatched Index Entry,Teofilo Gallacini
Index,Unmatched (Index),"Galli-Bibiena, Ferdinando",E21 Person,,,,G,Unmatched Index Entry,Ferdinando Galli-Bibiena
Index,Unmatched (Index),"Gambarini, Giuseppe",E21 Person,,,,G,Unmatched Index Entry,Giuseppe Gambarini
Index,Unmatched (Index),"Garganego, Girolamo",E21 Person,,,,G,Unmatched Index Entry,Girolamo Garganego
Index,Unmatched (Index),"Gaulli, Giovanni Battista (Baciccio)",E21 Person,,,,G,Unmatched Index Entry,Giovanni Battista Gaulli
Index,Unmatched (Index),"Gavasetti, Camillo",E21 Person,,,,G,Unmatched Index Entry,Camillo Gavasetti
Index,Unmatched (Index),Gazzeta Veneta,E22 Man-Made Object,,,,G,Unmatched Index Entry,Gazzeta Veneta
Index,Unmatched (Index),Genoa,E53 Place,,,,G,Unmatched Index Entry,Genoa
Index,Unmatched (Index),"Geoffrin, Mme",E21 Person,,,,G,Unmatched Index Entry,Geoffrin
Index,Unmatched (Index),"George I, King of England",E21 Person,,,,G,Unmatched Index Entry,of England George I
Index,Unmatched (Index),"George III, King of England",E21 Person,,,,G,Unmatched Index Entry,of England George III
Index,Unmatched (Index),"Gerini, Marchese Andrea",E22 Man-Made Object,,,,G,Unmatched Index Entry,"Gerini, Marchese Andrea"
Index,Unmatched (Index),German patronage,E28 Conceptual Object,,,,G,Unmatched Index Entry,German patronage
Index,Unmatched (Index),"German princes, taste in art",E21 Person,,,,G,Unmatched Index Entry,taste in art German princes
Index,Unmatched (Index),"Gesualdo, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Gesualdo
Index,Unmatched (Index),Gesuati,E74 Group,,,,G,Unmatched Index Entry,Gesuati
Index,Unmatched (Index),"Gherardi, Antonio",E21 Person,,,,G,Unmatched Index Entry,Antonio Gherardi
Index,Unmatched (Index),"Ghibbesio, Jacopo",E21 Person,,,,G,Unmatched Index Entry,Jacopo Ghibbesio
Index,Unmatched (Index),"Ghisolfi, Giovanni",E21 Person,,,,G,Unmatched Index Entry,Giovanni Ghisolfi
Index,Unmatched (Index),"Gimignani, Lodovico",E21 Person,,,,G,Unmatched Index Entry,Lodovico Gimignani
Index,Unmatched (Index),"Ginnasi, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Ginnasi
Index,Unmatched (Index),Giotto,E21 Person,,,,G,Unmatched Index Entry,Giotto
Index,Unmatched (Index),Giovanelli collection,E22 Man-Made Object,,,,G,Unmatched Index Entry,Giovanelli collection
Index,Unmatched (Index),"Girardon, François",E21 Person,,,,G,Unmatched Index Entry,François Girardon
Index,Unmatched (Index),Giustiniani family,E74 Group,,,,G,Unmatched Index Entry,Giustiniani family
Index,Unmatched (Index),"Giustiniani, Abbate Michele",E21 Person,,,,G,Unmatched Index Entry,Abbate Michele Giustiniani
Index,Unmatched (Index),"Giustiniani, Andrea",E21 Person,,,,G,Unmatched Index Entry,Andrea Giustiniani
Index,Unmatched (Index),"Giustiniani, Benedetto",E21 Person,,,,G,Unmatched Index Entry,Benedetto Giustiniani
Index,Unmatched (Index),"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,,,G,Unmatched Index Entry,"Giustiniani, Marchese Vincenzo"
Index,Unmatched (Index),"Gloucester, William Henry, 1st Duke of",E21 Person,,,,G,Unmatched Index Entry,"William Henry, 1st of Gloucester"
Index,Unmatched (Index),Gondi palace,E22 Man-Made Object,,,,G,Unmatched Index Entry,Gondi palace
Index,Unmatched (Index),Gonzaga,E74 Group,,,,G,Unmatched Index Entry,Gonzaga
Index,Unmatched (Index),"Gonzalez, Tirso",E21 Person,,,,G,Unmatched Index Entry,Tirso Gonzalez
Index,Unmatched (Index),"Gori, A. F.",E21 Person,,,,G,Unmatched Index Entry,A. F. Gori
Index,Unmatched (Index),"Gozadini, Bonisezio",E21 Person,,,,G,Unmatched Index Entry,Bonisezio Gozadini
Index,Unmatched (Index),"Gozzadini, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Gozzadini
Index,Unmatched (Index),Grassi collection,E22 Man-Made Object,,,,G,Unmatched Index Entry,Grassi collection
Index,Unmatched (Index),Grassi family,E74 Group,,,,G,Unmatched Index Entry,Grassi family
Index,Unmatched (Index),"Graziani, Ercole",E21 Person,,,,G,Unmatched Index Entry,Ercole Graziani
Index,Unmatched (Index),Gregory XV,E21 Person,,,,G,Unmatched Index Entry,Gregory XV
Index,Unmatched (Index),"Greiffenklau, Karl Philip von",E21 Person,,,,G,Unmatched Index Entry,Karl Philip von Greiffenklau
Index,Unmatched (Index),"Grill, Angelica",E21 Person,,,,G,Unmatched Index Entry,Angelica Grill
Index,Unmatched (Index),"Grimani, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Grimani
Index,Unmatched (Index),"Grimani, Doge",E21 Person,,,,G,Unmatched Index Entry,Doge Grimani
Index,Unmatched (Index),"Grosley, Pierre Jean",E21 Person,,,,G,Unmatched Index Entry,Pierre Jean Grosley
Index,Unmatched (Index),"Gruppello, Gabriel",E21 Person,,,,G,Unmatched Index Entry,Gabriel Gruppello
Index,Unmatched (Index),"Guarana, Giacomo",E21 Person,,,,G,Unmatched Index Entry,Giacomo Guarana
Index,Unmatched (Index),"Guardi, Gian Antonio",E21 Person,,,,G,Unmatched Index Entry,Gian Antonio Guardi
Index,Unmatched (Index),Guercino (Francesco Barbieri),E53 Place,,,,G,Unmatched Index Entry,Guercino
Index,Unmatched (Index),Gustavus Adolphus of Sweden,E21 Person,,,,G,Unmatched Index Entry,Gustavus Adolphus of Sweden
Index,Unmatched (Index),Gustavus III of Sweden,E21 Person,,,,G,Unmatched Index Entry,Gustavus III of Sweden
Index,Unmatched (Index),"Guzman, Gasparo de Haro y",E21 Person,,,,G,Unmatched Index Entry,Gasparo de Haro y Guzman
Index,Unmatched (Index),"Halifax, Earl of",E21 Person,,,,H,Unmatched Index Entry,of Halifax
Index,Unmatched (Index),"Handel, George Frederick",E21 Person,,,,H,Unmatched Index Entry,George Frederick Handel
Index,Unmatched (Index),Hapsburg collections from Prague,E22 Man-Made Object,,,,H,Unmatched Index Entry,Hapsburg collections from Prague
Index,Unmatched (Index),Hapsburg patronage of Venetian artists,E28 Conceptual Object,,,,H,Unmatched Index Entry,Hapsburg patronage of Venetian artists
Index,Unmatched (Index),"Harrach, Count",E21 Person,,,,H,Unmatched Index Entry,Harrach
Index,Unmatched (Index),"Helmbrecker, Theodor",E21 Person,,,,H,Unmatched Index Entry,Theodor Helmbrecker
Index,Unmatched (Index),Henri III of France,E53 Place,,,,H,Unmatched Index Entry,Henri III of France
Index,Unmatched (Index),Henri IV of France,E53 Place,,,,H,Unmatched Index Entry,Henri IV of France
Index,Unmatched (Index),"Henrietta Maria, Queen of England",E21 Person,,,,H,Unmatched Index Entry,of England Henrietta Maria
Index,Unmatched (Index),"Hervey, Lord",E21 Person,,,,H,Unmatched Index Entry,Hervey
Index,Unmatched (Index),"Hildebrandt, Lucas von",E21 Person,,,,H,Unmatched Index Entry,Lucas von Hildebrandt
Index,Unmatched (Index),"Honthorst, Gerrit van",E21 Person,,,,H,Unmatched Index Entry,Gerrit van Honthorst
Index,Unmatched (Index),Horace,E21 Person,,,,H,Unmatched Index Entry,Horace
Index,Unmatched (Index),"Hume, A.",E21 Person,,,,H,Unmatched Index Entry,A. Hume
Index,Unmatched (Index),"Ignatius, St",E21 Person,,,,I,Unmatched Index Entry,St Ignatius
Index,Unmatched (Index),Illustrated books,E22 Man-Made Object,,,,I,Unmatched Index Entry,Illustrated books
Index,Unmatched (Index),Indecency and the erotic,E28 Conceptual Object,,,,I,Unmatched Index Entry,Indecency and the erotic
Index,Unmatched (Index),Indecency in art,E28 Conceptual Object,,,,I,Unmatched Index Entry,Indecency in art
Index,Unmatched (Index),"Innocent X, Pope",E21 Person,,,,I,Unmatched Index Entry,Innocent X
Index,Unmatched (Index),"Innocent XII, Pope",E21 Person,,,,I,Unmatched Index Entry,Innocent XII
Index,Unmatched (Index),"Jabach, Everard",E21 Person,,,,J，K,Unmatched Index Entry,Everard Jabach
Index,Unmatched (Index),James III of England,E21 Person,,,,J，K,Unmatched Index Entry,James III of England
Index,Unmatched (Index),Jesuits,E74 Group,,,,J，K,Unmatched Index Entry,Jesuits
Index,Unmatched (Index),Johann Georg III of Saxony,E21 Person,,,,J，K,Unmatched Index Entry,Johann Georg III of Saxony
Index,Unmatched (Index),"Johann Wilhelm, Elector Palatinate",E21 Person,,,,J，K,Unmatched Index Entry,Elector Palatinate Johann Wilhelm
Index,Unmatched (Index),"John Sobieski, King of Poland",E21 Person,,,,J，K,Unmatched Index Entry,of Poland John Sobieski
Index,Unmatched (Index),Justinus,E21 Person,,,,J，K,Unmatched Index Entry,Justinus
Index,Unmatched (Index),Justus of Ghent,E21 Person,,,,J，K,Unmatched Index Entry,Justus of Ghent
Index,Unmatched (Index),La Harpe,E21 Person,,,,L,Unmatched Index Entry,La Harpe
Index,Unmatched (Index),"La Vrillière, Louis Phélipeaux de",E21 Person,,,,L,Unmatched Index Entry,Louis Phélipeaux de La Vrillière
Index,Unmatched (Index),Labia collection,E22 Man-Made Object,,,,L,Unmatched Index Entry,Labia collection
Index,Unmatched (Index),Labia family,E74 Group,,,,L,Unmatched Index Entry,Labia family
Index,Unmatched (Index),"Lancellotti, Abate",E21 Person,,,,L,Unmatched Index Entry,Lancellotti
Index,Unmatched (Index),"Landscapes, varying reactions to",E21 Person,,,,L,Unmatched Index Entry,varying reactions to Landscapes
Index,Unmatched (Index),"Langetti, Giovanni Battista",E21 Person,,,,L,Unmatched Index Entry,Giovanni Battista Langetti
Index,Unmatched (Index),"LeBlon, Jakob Christoffel",E21 Person,,,,L,Unmatched Index Entry,Jakob Christoffel LeBlon
Index,Unmatched (Index),"Legros, Pierre",E21 Person,,,,L,Unmatched Index Entry,Pierre Legros
Index,Unmatched (Index),"Lemaire, Jean",E21 Person,,,,L,Unmatched Index Entry,Jean Lemaire
Index,Unmatched (Index),"Lena, Innocenzo della",E21 Person,,,,L,Unmatched Index Entry,Innocenzo della Lena
Index,Unmatched (Index),"Leopold I, Grand Duke of Tuscany",E21 Person,,,,L,Unmatched Index Entry,Grand of Tuscany Leopold I
Index,Unmatched (Index),"Leopold Wilhelm, Archduke",E22 Man-Made Object,,,,L,Unmatched Index Entry,"Leopold Wilhelm, Archduke"
Index,Unmatched (Index),"Letterini, Bartolommeo",E21 Person,,,,L,Unmatched Index Entry,Bartolommeo Letterini
Index,Unmatched (Index),Liechtenstein family,E74 Group,,,,L,Unmatched Index Entry,Liechtenstein family
Index,Unmatched (Index),"Liechtenstein, Prince Wenzel of",E21 Person,,,,L,Unmatched Index Entry,Wenzel of Liechtenstein
Index,Unmatched (Index),"Ligari, Gian Pietro",E21 Person,,,,L,Unmatched Index Entry,Gian Pietro Ligari
Index,Unmatched (Index),"Locke, John",E21 Person,,,,L,Unmatched Index Entry,John Locke
Index,Unmatched (Index),"Lodoli, Padre Carlo",E21 Person,,,,L,Unmatched Index Entry,Padre Carlo Lodoli
Index,Unmatched (Index),London,E53 Place,,,,L,Unmatched Index Entry,London
Index,Unmatched (Index),"Longhena, Baldassare",E21 Person,,,,L,Unmatched Index Entry,Baldassare Longhena
Index,Unmatched (Index),"Longhi, Martino, the Elder",E21 Person,,,,L,Unmatched Index Entry,"Martino, the Elder Longhi"
Index,Unmatched (Index),"Longhi, Martino, the Younger",E21 Person,,,,L,Unmatched Index Entry,"Martino, the Younger Longhi"
Index,Unmatched (Index),"Lorca, Bernardino",E21 Person,,,,L,Unmatched Index Entry,Bernardino Lorca
Index,Unmatched (Index),Lorenzini,E21 Person,,,,L,Unmatched Index Entry,Lorenzini
Index,Unmatched (Index),"Lorraine, Duke of",E21 Person,,,,L,Unmatched Index Entry,of Lorraine
Index,Unmatched (Index),"Loth, Johann Karl",E21 Person,,,,L,Unmatched Index Entry,Johann Karl Loth
Index,Unmatched (Index),"Louisa Ulrika, Queen of Sweden",E21 Person,,,,L,Unmatched Index Entry,of Sweden Louisa Ulrika
Index,Unmatched (Index),Louvre,E53 Place,,,,L,Unmatched Index Entry,Louvre
Index,Unmatched (Index),Lucca,E53 Place,,,,L,Unmatched Index Entry,Lucca
Index,Unmatched (Index),"Ludovisi, Alessandro (Pope Gregory XV)",E21 Person,,,,L,Unmatched Index Entry,Alessandro Ludovisi
Index,Unmatched (Index),"Ludovisi, Ludovico (nephew to Pope Gregory XV)",E21 Person,,,,L,Unmatched Index Entry,Ludovico Ludovisi
Index,Unmatched (Index),"Luxembourg, Palais du",E21 Person,,,,L,Unmatched Index Entry,Palais du Luxembourg
Index,Unmatched (Index),"Lyss, Jan",E21 Person,,,,L,Unmatched Index Entry,Jan Lyss
Index,Unmatched (Index),Macerata,E53 Place,,,,M,Unmatched Index Entry,Macerata
Index,Unmatched (Index),Machiavelli,E21 Person,,,,M,Unmatched Index Entry,Machiavelli
Index,Unmatched (Index),Madrid,E53 Place,,,,M,Unmatched Index Entry,Madrid
Index,Unmatched (Index),"Madrid, Venetian artists in",E21 Person,,,,M,Unmatched Index Entry,Venetian artists in Madrid
Index,Unmatched (Index),"Maffei, Francesco",E53 Place,,,,M,Unmatched Index Entry,"Maffei, Francesco"
Index,Unmatched (Index),"Malebranche, Nicolas de",E21 Person,,,,M,Unmatched Index Entry,Nicolas de Malebranche
Index,Unmatched (Index),"Manchester, Lord",E21 Person,,,,M,Unmatched Index Entry,Manchester
Index,Unmatched (Index),"Mancini, Francesco",E53 Place,,,,M,Unmatched Index Entry,"Mancini, Francesco"
Index,Unmatched (Index),"Mander, Carel van",E21 Person,,,,M,Unmatched Index Entry,Carel van Mander
Index,Unmatched (Index),Manin country house,E53 Place,,,,M,Unmatched Index Entry,Manin country house
Index,Unmatched (Index),Manin family,E74 Group,,,,M,Unmatched Index Entry,Manin family
Index,Unmatched (Index),Manin palace,E22 Man-Made Object,,,,M,Unmatched Index Entry,Manin palace
Index,Unmatched (Index),"Manin, Doge Lodovico",E21 Person,,,,M,Unmatched Index Entry,Doge Lodovico Manin
Index,Unmatched (Index),Mannerist painting,E28 Conceptual Object,,,,M,Unmatched Index Entry,Mannerist painting
