Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category
Manual,Unmatched (Manual),,,Oriental heads,A369,,work-English_table.csv,Unmatched Manual & Non-Q ID,Oriental heads,Work
Manual,Unmatched (Manual),,,Origin of Coral,A165,,work-English_table.csv,Unmatched Manual & Non-Q ID,Origin of Coral,Work
Manual,Unmatched (Manual),,,Original proposals for reclaiming Prà de?a Va?e,A166,,work-English_table.csv,Unmatched Manual & Non-Q ID,Original proposals for reclaiming Prà de?a Va?e,Work
Manual,Unmatched (Manual),,,Ornella Osti,R158,,name-English_table.csv,Unmatched Manual & Non-Q ID,Ornella Osti,Person
Manual,Unmatched (Manual),,,Osvaldo B?hm Photograph Collection: Art and Architecture of Venice,G162,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Osvaldo B?hm Photograph Collection: Art and Architecture of Venice,Place
Manual,Unmatched (Manual),,,Ottavio Novaroli,R159,,name-English_table.csv,Unmatched Manual & Non-Q ID,Ottavio Novaroli,Person
Manual,Unmatched (Manual),,,"Où sont des pasteurs, des bergères et des moutons",A167,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Où sont des pasteurs, des bergères et des moutons",Work
Manual,Unmatched (Manual),,,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,A444,,work-English_table.csv,Unmatched Manual & Non-Q ID,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,Work
Manual,Unmatched (Manual),,,Paintings for the Church in Salamanca,A445,,work-English_table.csv,Unmatched Manual & Non-Q ID,Paintings for the Church in Salamanca,Work
Manual,Unmatched (Manual),,,Palace at Valmontone,G53,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palace at Valmontone,Place
Manual,Unmatched (Manual),,,Palazzo Contarini del Bovolo,G34,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Contarini del Bovolo,Place
Manual,Unmatched (Manual),,,Palazzo Foscarini,G30,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Foscarini,Place
Manual,Unmatched (Manual),,,Palazzo Loredan,G114,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Loredan,Place
Manual,Unmatched (Manual),,,Palazzo Taddeo,G132,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Taddeo,Place
Manual,Unmatched (Manual),,,Pamfili Moncalto,R161,,name-English_table.csv,Unmatched Manual & Non-Q ID,Pamfili Moncalto,Person
Manual,Unmatched (Manual),,,Paola Berselli Ambri,R162,,name-English_table.csv,Unmatched Manual & Non-Q ID,Paola Berselli Ambri,Person
Manual,Unmatched (Manual),,,Parish of San Marco,G46,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Parish of San Marco,Place
Manual,Unmatched (Manual),,,Parma gallery,G86,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Parma gallery,Place
Manual,Unmatched (Manual),,,Parnassus,A446,,work-English_table.csv,Unmatched Manual & Non-Q ID,Parnassus,Work
Manual,Unmatched (Manual),,,Pastoral Landscape,A447,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pastoral Landscape,Work
Manual,Unmatched (Manual),,,Paul Heilbronner,R164,,name-English_table.csv,Unmatched Manual & Non-Q ID,Paul Heilbronner,Person
Manual,Unmatched (Manual),,,Paul Varnish,R165,,name-English_table.csv,Unmatched Manual & Non-Q ID,Paul Varnish,Person
Manual,Unmatched (Manual),,,Pendentive Dome Frescoes of the Church of the Gesù,A169,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pendentive Dome Frescoes of the Church of the Gesù,Work
Manual,Unmatched (Manual),,,Perseus and Andromeda,A170,,work-English_table.csv,Unmatched Manual & Non-Q ID,Perseus and Andromeda,Work
Manual,Unmatched (Manual),,,Philippe Zygodon,R169,,name-English_table.csv,Unmatched Manual & Non-Q ID,Philippe Zygodon,Person
Manual,Unmatched (Manual),,,Picture Exhibition at Church of S. Rocco,A171,,work-English_table.csv,Unmatched Manual & Non-Q ID,Picture Exhibition at Church of San Rocco,Work
Manual,Unmatched (Manual),,,Pierre Motteux and his Family,A376,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pierre Motteux and his Family,Work
Manual,Unmatched (Manual),,,Pieta,G169,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Pieta,Place
Manual,Unmatched (Manual),,,Pietro Moschini,R173,,name-English_table.csv,Unmatched Manual & Non-Q ID,Pietro Moschini,Person
Manual,Unmatched (Manual),,,Pietro Zuccoli,R174,,name-English_table.csv,Unmatched Manual & Non-Q ID,Pietro Zuccoli,Person
Manual,Unmatched (Manual),,,Pietà,A319,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pietà,Work
Manual,Unmatched (Manual),,,Pilsen,G25,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Pilsen,Place
Manual,Unmatched (Manual),,,Pinacoteca at Lucca,G92,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Pinacoteca at Lucca,Place
Manual,Unmatched (Manual),,,Pope Leo and Attila,A172,,work-English_table.csv,Unmatched Manual & Non-Q ID,Leo and Attila,Person (Reclassified)
Manual,Unmatched (Manual),,,"Pope Pius V, Thomas Aquinas and Vincent Ferrer",A173,,work-English_table.csv,Unmatched Manual & Non-Q ID,Thomas Aquinas and Vincent Ferrer Pius V,Person (Reclassified)
Manual,Unmatched (Manual),,,Port,A174,,work-English_table.csv,Unmatched Manual & Non-Q ID,Port,Work
Manual,Unmatched (Manual),,,Portrait of Donna Olimpia,A396,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Olimpia,Person (Reclassified)
Manual,Unmatched (Manual),,,Portrait of Donna Olimpia Maidalchini,A175,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Olimpia Maidalchini,Person (Reclassified)
Manual,Unmatched (Manual),,,Portrait of Field Marshal Schulenburg,A403,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Field Marshal Schulenburg,Work
Manual,Unmatched (Manual),,,Portrait of John Law,A350,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of John Law,Work
Manual,Unmatched (Manual),,,Portrait of King John of Poland,A311,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of John of Poland,Person (Reclassified)
Manual,Unmatched (Manual),,,Portrait of Madame Rosenberg,A176,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Madame Rosenberg,Work
Manual,Unmatched (Manual),,,Portrait of Ottaviano Prati,A347,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Ottaviano Prati,Work
Manual,Unmatched (Manual),,,Portrait of Pierre Motteux,A320,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Pierre Motteux,Work
Manual,Unmatched (Manual),,,Portrait of St. Francis Xavier,A448,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Saint Francis Xavier,Work
Manual,Unmatched (Manual),,,Portrait of Streit's Father,A177,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Streit's Father,Work
Manual,Unmatched (Manual),,,Portrait of Streit's Mother,A178,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Streit's Mother,Work
Manual,Unmatched (Manual),,,Portrait of Streit's Sister,A179,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Streit's Sister,Work
Manual,Unmatched (Manual),,,Portrait of Teodoro Correr,A365,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Teodoro Correr,Work
Manual,Unmatched (Manual),,,Portrait of a Cook,A405,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of a Cook,Work
Manual,Unmatched (Manual),,,Portrait of the Queen of Prussia,A386,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of the of Prussia,Person (Reclassified)
Manual,Unmatched (Manual),,,Portrait of the artist and his publisher Albrizzi,A180,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of the artist and his publisher Albrizzi,Work
Manual,Unmatched (Manual),,,Portraits of Venetian Cardinals,A183,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of Venetian Cardinals,Work
Manual,Unmatched (Manual),,,Portraits of Venetian Popes,A184,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of Venetian Popes,Work
Manual,Unmatched (Manual),,,Portraits of the Count and Countess of Monterrey,A181,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of the and of Monterrey,Person (Reclassified)
Manual,Unmatched (Manual),,,Portraits of the Doges of Venice,A182,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of the Doges of Venice,Work
Manual,Unmatched (Manual),,,Potiphar,A344,,work-English_table.csv,Unmatched Manual & Non-Q ID,Potiphar,Work
Manual,Unmatched (Manual),,,Powers of Eloquence,A1,,work-English_table.csv,Unmatched Manual & Non-Q ID,Powers of Eloquence,Work
Manual,Unmatched (Manual),,,Presenzini Cigoli,R175,,name-English_table.csv,Unmatched Manual & Non-Q ID,Presenzini Cigoli,Person
Manual,Unmatched (Manual),,,Protestant cemetery of S. Cristoforo,G140,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Protestant cemetery of San Cristoforo,Place
Manual,Unmatched (Manual),,,Provencal antiquary Peiresc,G76,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Provencal antiquary Peiresc,Place
Manual,Unmatched (Manual),,,Prudence and Justice,A185,,work-English_table.csv,Unmatched Manual & Non-Q ID,Prudence and Justice,Work
Manual,Unmatched (Manual),,,Pyrrhus and Demetrius,A449,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pyrrhus and Demetrius,Work
Manual,Unmatched (Manual),,,"Quadi, che rappresentano fatti della Sacra Scrittura",A186,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Quadi, che rappresentano fatti della Sacra Scrittura",Work
Manual,Unmatched (Manual),,,Queen Jezebel torn to pieces by Dogs,A450,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jezebel torn to pieces by Dogs,Person (Reclassified)
Manual,Unmatched (Manual),,,Raccolta di centododici stampe,A360,,work-English_table.csv,Unmatched Manual & Non-Q ID,Raccolta di centododici stampe,Work
Manual,Unmatched (Manual),,,Raffaelo Marchesi,R176,,name-English_table.csv,Unmatched Manual & Non-Q ID,Raffaelo Marchesi,Person
Manual,Unmatched (Manual),,,Rape of Europa,A389,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rape of Europa,Work
Manual,Unmatched (Manual),,,Rape of Helen,A187,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rape of Helen,Work
Manual,Unmatched (Manual),,,Rape of the Sabines,A330,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rape of the Sabines,Work
Manual,Unmatched (Manual),,,Raphael Loggias,G26,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Raphael Loggias,Place
Manual,Unmatched (Manual),,,Rebecca and Eliezer,A402,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rebecca and Eliezer,Work
Manual,Unmatched (Manual),,,Regulus killed by the Carthaginians,A188,,work-English_table.csv,Unmatched Manual & Non-Q ID,Regulus killed by the Carthaginians,Work
Manual,Unmatched (Manual),,,Relief of Field Marshal Schulenburg,A189,,work-English_table.csv,Unmatched Manual & Non-Q ID,Relief of Field Marshal Schulenburg,Work
Manual,Unmatched (Manual),,,Religion trampling on Heresy,A190,,work-English_table.csv,Unmatched Manual & Non-Q ID,Religion trampling on Heresy,Work
Manual,Unmatched (Manual),,,Religious Decorations at Whitehall,A451,,work-English_table.csv,Unmatched Manual & Non-Q ID,Religious Decorations at Whitehall,Work
Manual,Unmatched (Manual),,,Renier Zeno,R177,,name-English_table.csv,Unmatched Manual & Non-Q ID,Renier Zeno,Person
Manual,Unmatched (Manual),,,Ritratto con aistallo,A452,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ritratto con aistallo,Work
Manual,Unmatched (Manual),,,Robert Alexander Waller Fund,G133,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Robert Alexander Waller Fund,Place
Manual,Unmatched (Manual),,,Roberto Lanetti,R179,,name-English_table.csv,Unmatched Manual & Non-Q ID,Roberto Lanetti,Person
Manual,Unmatched (Manual),,,Rococo Pavilion,G115,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Rococo Pavilion,Place
Manual,Unmatched (Manual),,,Romulm and Remus,A407,,work-English_table.csv,Unmatched Manual & Non-Q ID,Romulm and Remus,Work
Manual,Unmatched (Manual),,,Romulus and Remus,A343,,work-English_table.csv,Unmatched Manual & Non-Q ID,Romulus and Remus,Work
Manual,Unmatched (Manual),,,Rosalba Lorenzetti,R180,,name-English_table.csv,Unmatched Manual & Non-Q ID,Rosalba Lorenzetti,Person
Manual,Unmatched (Manual),,,Royal chapel,G103,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Royal chapel,Place
Manual,Unmatched (Manual),,,Ruins of the Church of the Cross,A453,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ruins of the Church of the Cross,Work
Manual,Unmatched (Manual),,,Rules of the Order,A191,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rules of the Order,Work
Manual,Unmatched (Manual),,,S. Angelo,G117,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Angelo,Place
Manual,Unmatched (Manual),,,S. Canciano,G58,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Canciano,Place
Manual,Unmatched (Manual),,,S. Gerolamo nel Deserto,A328,,work-English_table.csv,Unmatched Manual & Non-Q ID,San Gerolamo nel Deserto,Work
Manual,Unmatched (Manual),,,S. Giorgio Maggiore,G170,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Giorgio Maggiore,Place
Manual,Unmatched (Manual),,,S. Lorenzo,G118,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Lorenzo,Place
Manual,Unmatched (Manual),,,S.Giovanni Decollato,G172,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanGiovanni Decollato,Place
Manual,Unmatched (Manual),,,S.Maria della Concezione,G174,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanMaria della Concezione,Place
Manual,Unmatched (Manual),,,S.Maria della Vittoria,G173,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanMaria della Vittoria,Place
Manual,Unmatched (Manual),,,SS. Cosma e Damiano alia Giudecca,G175,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SSan Cosma e Damiano alia Giudecca,Place
Manual,Unmatched (Manual),,,Sacrifice of Abraham,A192,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifice of Abraham,Work
Manual,Unmatched (Manual),,,Sacrifice of Iphigenia,A324,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifice of Iphigenia,Work
Manual,Unmatched (Manual),,,Sacrifices to Priapus,A193,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifices to Priapus,Work
Manual,Unmatched (Manual),,,Saints Nereus and Achilleus,G105,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saints Nereus and Achilleus,Place
Manual,Unmatched (Manual),,,Saints Peter and Paul Baptising in the Mamertine Prison,A194,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saints Peter and Paul Baptising in the Mamertine Prison,Work
Manual,Unmatched (Manual),,,Salone,G119,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Salone,Place
Manual,Unmatched (Manual),,,Salumieri Guild,G20,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Salumieri Guild,Place
Manual,Unmatched (Manual),,,Samson,A195,,work-English_table.csv,Unmatched Manual & Non-Q ID,Samson,Work
Manual,Unmatched (Manual),,,Samson killing a thousand with a jawbone,A342,,work-English_table.csv,Unmatched Manual & Non-Q ID,Samson killing a thousand with a jawbone,Work
Manual,Unmatched (Manual),,,San Giovanni in Laterano,G5,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Giovanni in Laterano,Place
Manual,Unmatched (Manual),,,San Niccolo al Lido,G129,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Niccolo al Lido,Place
Manual,Unmatched (Manual),,,San Sebastiano fuori le mura,G7,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Sebastiano fuori le mura,Place
Manual,Unmatched (Manual),,,"San Zaccaria, Venice",G171,,gio-English_table.csv,Unmatched Manual & Non-Q ID,"San Zaccaria, Venice",Place
Manual,Unmatched (Manual),,,Santa Maria sopra Minerva,G27,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Santa Maria sopra Minerva,Place
Manual,Unmatched (Manual),,,Santi Quattro Coronati,G61,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Santi Quattro Coronati,Place
Manual,Unmatched (Manual),,,Sapienza,G13,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Sapienza,Place
Manual,Unmatched (Manual),,,Scala Regia,A454,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scala Regia,Work
Manual,Unmatched (Manual),,,Scenes from the Aeneid,A196,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes from the Aeneid,Work
Manual,Unmatched (Manual),,,Scenes from the Life of Scipio Africanus,A455,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes from the Life of Scipio Africanus,Work
Manual,Unmatched (Manual),,,Scenes of Christian Warfare,A456,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes of Christian Warfare,Work
Manual,Unmatched (Manual),,,Scenes of Venetian Noble Life,A457,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes of Venetian Noble Life,Work
Manual,Unmatched (Manual),,,School of Carlo Cignani,G77,,gio-English_table.csv,Unmatched Manual & Non-Q ID,School of Carlo Cignani,Place
Manual,Unmatched (Manual),,,Sculptures for the Cathedral,A458,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sculptures for the Cathedral,Work
Manual,Unmatched (Manual),,,Sebastiano Molino,R184,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sebastiano Molino,Person
Manual,Unmatched (Manual),,,Self-Portrait as David,A197,,work-English_table.csv,Unmatched Manual & Non-Q ID,Self-Portrait as David,Work
Manual,Unmatched (Manual),,,Seminario Patriarcale,G38,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Seminario Patriarcale,Place
Manual,Unmatched (Manual),,,Serapis,A459,,work-English_table.csv,Unmatched Manual & Non-Q ID,Serapis,Work
Manual,Unmatched (Manual),,,Series of Egyptian Figures,A460,,work-English_table.csv,Unmatched Manual & Non-Q ID,Series of Egyptian Figures,Work
Manual,Unmatched (Manual),,,Series of Etruscan Phallic Symbols,A461,,work-English_table.csv,Unmatched Manual & Non-Q ID,Series of Etruscan Phallic Symbols,Work
Manual,Unmatched (Manual),,,Service de Documentation Photographique des Musees Nationaux,G78,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Service de Documentation Photographique des Musees Nationaux,Place
Manual,Unmatched (Manual),,,"Sezione Notarile, Venice",G21,,gio-English_table.csv,Unmatched Manual & Non-Q ID,"Sezione Notarile, Venice",Place
Manual,Unmatched (Manual),,,Sheila Rinehart,R185,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sheila Rinehart,Person
Manual,Unmatched (Manual),,,Silvia Meloni Trkulja,R186,,name-English_table.csv,Unmatched Manual & Non-Q ID,Silvia Meloni Trkulja,Person
Manual,Unmatched (Manual),,,Silvio Ubaldi,R187,,name-English_table.csv,Unmatched Manual & Non-Q ID,Silvio Ubaldi,Person
Manual,Unmatched (Manual),,,Society of Arcadia,G6,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Society of Arcadia,Place
Manual,Unmatched (Manual),,,Socrates,A409,,work-English_table.csv,Unmatched Manual & Non-Q ID,Socrates,Work
Manual,Unmatched (Manual),,,Solomon,A395,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon,Work
Manual,Unmatched (Manual),,,Solomon adoring the Idols,A198,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon adoring the Idols,Work
Manual,Unmatched (Manual),,,Solomon and Bathsheba,A199,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon and Bathsheba,Work
Manual,Unmatched (Manual),,,Sophia Dorothea,R188,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sophia Dorothea,Person
Manual,Unmatched (Manual),,,Sophronia and Olindo,A317,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sophronia and Olindo,Work
Manual,Unmatched (Manual),,,Soprintendenza alle Gallerie,G160,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Soprintendenza alle Gallerie,Place
Manual,Unmatched (Manual),,,St Benedict,G106,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Benedict,Place
Manual,Unmatched (Manual),,,St Francis in Assisi,G177,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Francis in Assisi,Place
Manual,Unmatched (Manual),,,St Lawrence,G110,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Lawrence,Place
Manual,Unmatched (Manual),,,St Stanislas Kostka,A354,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Stanislas Kostka,Work
Manual,Unmatched (Manual),,,St Stanislas Kostka on his deathbed,A200,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Stanislas Kostka on his deathbed,Work
Manual,Unmatched (Manual),,,St Teresa wounded by Christ,A201,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Teresa wounded by Christ,Work
Manual,Unmatched (Manual),,,St. Andrew's Temple Church,G104,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saint Andrew's Temple Church,Place
Manual,Unmatched (Manual),,,St. Dominic Church,G176,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saint Dominic Church,Place
Manual,Unmatched (Manual),,,St. Dominic instituting the Rosary,A202,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Dominic instituting the Rosary,Work
Manual,Unmatched (Manual),,,St. Domitilla,A359,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Domitilla,Work
Manual,Unmatched (Manual),,,St. Eustace hunting,A203,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Eustace hunting,Work
Manual,Unmatched (Manual),,,St. Helen finding the True Cross,A400,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Helen finding the True Cross,Work
Manual,Unmatched (Manual),,,St. John and St. Charles Borromeo,A204,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint John and Saint Charles Borromeo,Work
Manual,Unmatched (Manual),,,St. John the Baptist,A361,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint John the Baptist,Work
Manual,Unmatched (Manual),,,St. Luigi Gonzaga,A205,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Luigi Gonzaga,Work
Manual,Unmatched (Manual),,,St. Mark,A378,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Mark,Work
Manual,Unmatched (Manual),,,St. Peter receiving the Keys,A357,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Peter receiving the Keys,Work
Manual,Unmatched (Manual),,,St. Peter's Basilica,A462,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Peter's Basilica,Work
Manual,Unmatched (Manual),,,St. Philip Neri and the Virgin,A335,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Philip Neri and the Virgin,Work
Manual,Unmatched (Manual),,,St. Romualdo,A327,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Romualdo,Work
Manual,Unmatched (Manual),,,St. William of Aquitaine,A316,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint William of Aquitaine,Work
Manual,Unmatched (Manual),,,St. William of Aquitaine,A367,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint William of Aquitaine,Work
Manual,Unmatched (Manual),,,St.Lawrenc,G107,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SaintLawrenc,Place
Manual,Unmatched (Manual),,,Stamperia Albrizziana,G47,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Stamperia Albrizziana,Place
Manual,Unmatched (Manual),,,Standard Bearer,A206,,work-English_table.csv,Unmatched Manual & Non-Q ID,Standard Bearer,Work
Manual,Unmatched (Manual),,,State Papers,G80,,gio-English_table.csv,Unmatched Manual & Non-Q ID,State Papers,Place
Manual,Unmatched (Manual),,,State Squidition,G79,,gio-English_table.csv,Unmatched Manual & Non-Q ID,State Squidition,Place
Manual,Unmatched (Manual),,,Statue of Antenor,A207,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Antenor,Work
Manual,Unmatched (Manual),,,Statue of Field Marshal Schulenburg,A208,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Field Marshal Schulenburg,Work
Manual,Unmatched (Manual),,,Statue of Field Marshal Schulenburg,A353,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Field Marshal Schulenburg,Work
Manual,Unmatched (Manual),,,Statues for the Lateran Basilica,A463,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statues for the Lateran Basilica,Work
Manual,Unmatched (Manual),,,Stefano Sadani,R189,,name-English_table.csv,Unmatched Manual & Non-Q ID,Stefano Sadani,Person
Manual,Unmatched (Manual),,,Stella Rudolph,R190,,name-English_table.csv,Unmatched Manual & Non-Q ID,Stella Rudolph,Person
Manual,Unmatched (Manual),,,Strength protecting Wisdom,A209,,work-English_table.csv,Unmatched Manual & Non-Q ID,Strength protecting Wisdom,Work
Manual,Unmatched (Manual),,,Strozzi,G127,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Strozzi,Place
Manual,Unmatched (Manual),,,Sulla maniera di Zorzone,A210,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sulla maniera di Zorzone,Work
Manual,Unmatched (Manual),,,Susanna,A211,,work-English_table.csv,Unmatched Manual & Non-Q ID,Susanna,Work
Manual,Unmatched (Manual),,,Susanna and the Elders,A345,,work-English_table.csv,Unmatched Manual & Non-Q ID,Susanna and the Elders,Work
Manual,Unmatched (Manual),,,Tarantella Dancers,A464,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tarantella Dancers,Work
Manual,Unmatched (Manual),,,Tarquin and Lucretia and a Joseph,A212,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tarquin and Lucretia and a Joseph,Work
Manual,Unmatched (Manual),,,Tavole Barberini,A329,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tavole Barberini,Work
Manual,Unmatched (Manual),,,Temperance,A404,,work-English_table.csv,Unmatched Manual & Non-Q ID,Temperance,Work
Manual,Unmatched (Manual),,,Tempest with Pyramus and Thisbe,A408,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tempest with Pyramus and Thisbe,Work
Manual,Unmatched (Manual),,,Temple of Justice,G98,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Temple of Justice,Place
Manual,Unmatched (Manual),,,Temple of Kronos,G122,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Temple of Kronos,Place
Manual,Unmatched (Manual),,,Temple of Pallas,G121,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Temple of Pallas,Place
Manual,Unmatched (Manual),,,Teodora dal Pozzo,R191,,name-English_table.csv,Unmatched Manual & Non-Q ID,Teodora dal Pozzo,Person
Manual,Unmatched (Manual),,,Teodoro Correr,A213,,work-English_table.csv,Unmatched Manual & Non-Q ID,Teodoro Correr,Work
Manual,Unmatched (Manual),,,Teresa Maria Marcellino,R192,,name-English_table.csv,Unmatched Manual & Non-Q ID,Teresa Maria Marcellino,Person
Manual,Unmatched (Manual),,,The Adoration of the Lamb,A372,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Adoration of the Lamb,Work
Manual,Unmatched (Manual),,,The Arrival at the Palace,A214,,work-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo The Arrival at the,Place (Reclassified)
